40	64	161	f
40	63	163	f
42	60	160	f
40	57	169	f
44	64	165	f
30	50	163	f
28	72	165	f
37	55	166	f
40	56	160	f
45	60	152	f
35	69	170	f
41	85	163	f
27	56	170	f
20	56	159	f
24	70	173	f
36	76	168	f
27	61	163	f
32	66	168	f
64	59	156	f
21	67	175	f
32	57	172	f
35	59	163	f
41	56	160	f
40	59	165	f
29	82	183	f
40	71	166	f
24	57	165	f
23	60	178	f
41	58	165	f
44	73	175	f
53	54	155	f
19	49	159	f
24	76	173	f
25	55	169	f
20	57	161	f
34	55	168	f
32	66	165	f
24	66	175	f
29	49	158	f
31	59	164	f
34	64	168	f
36	55	165	f
32	63	165	f
39	57	169	f
37	54	163	f
52	63	165	f
24	74	177	f
33	62	169	f
42	64	175	f
34	53	159	f
37	53	160	f
39	55	170	f
41	71	163	f
36	55	168	f
19	55	163	f
22	56	161	f
23	59	160	f
36	64	158	f
45	55	163	f
25	47	152	f
67	68	170	f
26	81	165	f
21	71	173	f
33	61	165	f
25	64	170	f
24	55	170	f
21	59	170	f
35	71	161	f
27	53	168	f
27	63	168	f
26	86	165	f
25	66	163	f
44	67	152	f
29	63	169	f
26	74	170	f
23	62	175	f
32	58	175	f
32	55	160	f
43	104	165	f
32	56	174	f
41	77	170	f
33	81	160	f
28	65	168	f
-	72	168	f
25	61	168	f
38	58	155	f
37	82	163	f
25	64	175	f
37	53	171	f
27	55	158	f
27	54	165	f
20	0	160	f
19	74	174	f
32	61	163	f
26	56	174	f
56	64	163	f
23	61	161	f
19	60	156	f
31	47	150
34	57	170	f
34	64	160	f
24	64	175	f
22	67	170	f
34	76	160	f
30	68	173	f
32	61	163	f
40	77	158	f
29	72	177	f
21	56	164	f
33	49	161	f
33	66	174	f
